,0,1,2,3,4,5
1.0,1.2354898568134718,0.33432880673216325,-1.0961689072813603,0.4879434252710106,1.0707787447403445,-0.4719894547710324
3.0,-5e-324,-1.5e-323,1.5e-323,5e-324,0.0,5e-324
4.0,0.7559966656188446,0.5197360229446385,1.1919297224471668,-1.148389260478338,-0.2705654069606473,0.3036219919317604
5.0,-0.5212001690258433,1.3071578510122006,0.8747591624794427,0.869217199542463,0.8211511580017284,-1.993593370571381
6.0,-0.5338798253751076,1.29714339334973,0.2617634659117921,0.6605924369337306,-0.4290066419378026,0.25673746238899203
7.0,1e-323,1.5e-323,-1e-323,-5e-324,-5e-324,-5e-324
8.0,0.08029686729246663,-0.07741071537878873,0.4625335156653266,0.33385393505845223,0.926880081669204,0.03245686123228625
9.0,-0.4442463515292422,-0.6524193259207788,0.5176798204028896,0.9403331749342015,0.2054275730726445,1.3143771626945884
10.0,0.10126602758541806,1.358238078778893,-0.26068852154580996,-0.9383918383479478,0.42207953304557305,0.5760973584191961
11.0,1.20262681912373,1.1509524074423891,-0.011276500568675497,-0.2293441021865237,-0.5072164207148204,-0.4002842173720275
1.0,0.6026366740273307,1.0313799562479007,0.5725856845443151,0.664027553298586,0.5421625387425698,0.7808170988761359
2.0,0.759443701354559,0.20377417660787958,0.5038069272548378,0.2156231621218607,0.6779693805292989,0.6099146769458217
3.0,0.5743997229473504,0.5567107637032583,0.5408934528010817,0.8007673748481099,0.5062461474516858,0.5079751278798545
4.0,0.5606850857192185,0.6032571460272841,1.5204233979430601,-0.28898149744442414,1.1180341453542708,-0.07735036979257459
5.0,0.796355261790526,0.4735231273928296,0.9157997745950941,0.8951804650972247,0.1912929528443593,0.4710167288165227
6.0,0.8432388576867654,0.19122815147872618,0.40986670397615776,0.728974978462968,0.5476115392759753,0.3702119850215439
7.0,0.6823795748579342,0.6956578426914395,0.6614135602444366,0.5265342751219826,0.8135659717184808,0.5337474927745927
8.0,0.5734681078841432,-0.038681554969527326,0.49906706233130727,0.7536466019117869,0.5640786405705456,0.4454811545628845
9.0,0.8009697967506975,0.22146728295139498,0.45501327527070035,-0.18084453232837103,0.17895196651657375,0.8519424255018152
10.0,0.25538514275923835,1.097150313318408,0.4368604488640628,0.3854553184675871,0.7665324695337241,0.22308870715494503
11.0,0.4023118091319186,0.7470882958241625,1.0013424852171497,0.11739777738842777,0.38673522296446944,0.26479350219693903
12.0,0.08002636812803235,0.34939790587029146,0.7104640371634818,0.681885954961092,0.4814197894508321,0.6118305455457076
13.0,0.5682399193950644,1.0170332474313026,0.2849827736135852,1.0511762299371243,0.8365186422094434,0.46163389676824823
14.0,0.6301299104810925,0.5728763125597837,0.5165586442011842,0.7771111766988117,0.39051360042934047,0.435258728749247
15.0,0.13929681850163436,0.6208047779079106,-0.17351525811429763,0.17959692396719137,0.8679736916702466,0.7304290922230477
16.0,0.7733561924857141,0.7418648096108882,0.8548560483636519,0.9065064175280922,0.5694793482231615,0.6860931444623404
17.0,0.47879568626917896,0.6222516601530499,0.5063142528309779,0.7269438064052466,0.557657034423298,0.4239951142842447
18.0,0.3679401423686267,0.5008440415996448,0.6826668891123359,0.5842795400145381,0.2826358002176528,0.40101105385319447
19.0,0.6174238061320504,0.10490951621923172,0.21969114979939786,0.5957422023339412,0.6332489329622203,0.24701412512017754
20.0,0.7228527296297628,0.7942489939287835,0.9371501163126728,0.44247884376620855,0.8583271047385762,0.5786353702816156
21.0,0.7185335442022917,0.569704460992525,1.2604230407554846,0.4402089596258913,0.31315176578837867,0.562558322096268
22.0,0.21572386777266234,0.13296150142422938,0.6093596876193798,0.3550096509126688,0.565480110578522,0.08735176461247988
23.0,0.2781879263805915,0.416717827425913,1.0107895461322427,0.6177528183590181,0.6770793191935031,0.8664049661621606
24.0,0.3131903391595271,0.23322172977987743,0.29871339121585594,0.48338507192547214,0.8516586526169589,0.23788755061502878
25.0,0.7966608799939805,0.5383832513946517,0.49883474096374436,1.0793114034859759,0.42455402851543517,0.25797607234102055
26.0,0.9755048242872597,0.3898853142382468,0.9543107695281913,0.9797409577191754,0.469073266712827,0.5881088169593487
27.0,0.6943761836251137,0.7157754297592409,0.6617546822829073,0.5016461554645304,0.5358141470854194,0.6464133752427579
28.0,0.8683166175184243,0.7346989674396868,0.671157662490131,0.3762908897040642,0.41507136657286886,0.46158905262096595
29.0,0.6661282093352862,0.7264922007509014,0.5798683361160756,0.4892851809788287,0.6042413319591652,0.5174354604470969
